,id,text,is_retweet,original_author,time,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,is_quote_status,lang,retweet_count,favorite_count,longitude,latitude,place_id,place_full_name,place_name,place_type,place_country_code,place_country,place_contained_within,place_attributes,place_bounding_box,source_url,truncated,entities,extended_entities,handle
3685,740360628976668672,Ready. https://t.co/y6qupOwX9K,False,,2016-06-08T01:51:43,,,,False,en,4515,14249,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/y6qupOwX9K', 'expanded_url': 'http://twitter.com/HillaryClinton/status/740360628976668672/photo/1', 'sizes': {'large': {'h': 856, 'resize': 'fit', 'w': 1280}, 'medium': {'h': 803, 'resize': 'fit', 'w': 1200}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 455, 'resize': 'fit', 'w': 680}}, 'id_str': '740360469274206212', 'indices': [7, 30], 'id': 740360469274206212, 'url': 'https://t.co/y6qupOwX9K', 'media_url_https': 'https://pbs.twimg.com/media/CkZJ7JjUoAQwm7M.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CkZJ7JjUoAQwm7M.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/y6qupOwX9K', 'expanded_url': 'http://twitter.com/HillaryClinton/status/740360628976668672/photo/1', 'sizes': {'large': {'h': 856, 'resize': 'fit', 'w': 1280}, 'medium': {'h': 803, 'resize': 'fit', 'w': 1200}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 455, 'resize': 'fit', 'w': 680}}, 'id_str': '740360469274206212', 'indices': [7, 30], 'id': 740360469274206212, 'url': 'https://t.co/y6qupOwX9K', 'media_url_https': 'https://pbs.twimg.com/media/CkZJ7JjUoAQwm7M.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CkZJ7JjUoAQwm7M.jpg'}]}",HillaryClinton
1155,768508732623970304,EpiPens can be the difference between life and death. There's no justification for these price hikes. https://t.co/O6RbVR6Qim -H,False,,2016-08-24T18:02:14,,,,False,en,4036,10106,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hrc.io/2c7lhrs', 'expanded_url': 'http://hrc.io/2c7lhrs', 'indices': [102, 125], 'url': 'https://t.co/O6RbVR6Qim'}], 'hashtags': []}",,HillaryClinton
2354,756904000381943808,"""Join us. Take out your phone right now and text JOIN to 47246. Or go to https://t.co/L7Dd6Uu8yR."" —Hillary",False,,2016-07-23T17:29:10,,,,False,en,545,1380,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'hillaryclinton.com', 'expanded_url': 'http://hillaryclinton.com', 'indices': [73, 96], 'url': 'https://t.co/L7Dd6Uu8yR'}], 'hashtags': []}",,HillaryClinton
3987,735476558949801984,"Mientras 5 millones de personas perdían sus hogares, Trump esperaba enriquecerse de este desplome a costa de ellos.
https://t.co/9trerS1rdR",False,,2016-05-25T14:24:10,,,,False,es,801,962,,,,,,,,,,,,http://twitter.com,False,"{'user_mentions': [], 'symbols': [], 'urls': [{'display_url': 'amp.twimg.com/v/973ffb4e-8b2…', 'expanded_url': 'https://amp.twimg.com/v/973ffb4e-8b26-4a49-9a1d-6cc1adae55c9', 'indices': [116, 139], 'url': 'https://t.co/9trerS1rdR'}], 'hashtags': []}",,HillaryClinton
283,778655495037091845,"WATCH: @IvankaTrump on ""women who work;"" empowering campaign celebrates modern women.  https://t.co/rMFe9o6WcL",True,GMA,2016-09-21T18:01:51,,,,False,en,6947,15799,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [{'id_str': '22650211', 'name': 'Good Morning America', 'id': 22650211, 'screen_name': 'GMA', 'indices': [3, 7]}, {'id_str': '52544275', 'name': 'Ivanka Trump', 'id': 52544275, 'screen_name': 'IvankaTrump', 'indices': [16, 28]}], 'symbols': [], 'urls': [{'display_url': 'snpy.tv/2cQhXiF', 'expanded_url': 'http://snpy.tv/2cQhXiF', 'indices': [96, 119], 'url': 'https://t.co/rMFe9o6WcL'}], 'hashtags': []}",,realDonaldTrump
2149,758106679590420480,"""Donald Trump and Mike Pence: We are not going back to the dark days when women died in back alleys."" —@BarbaraBoxer https://t.co/e6Gsjv8aan",False,,2016-07-27T01:08:12,,,,False,en,1624,5025,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [{'id_str': '15939889', 'name': 'Barbara Boxer', 'id': 15939889, 'screen_name': 'BarbaraBoxer', 'indices': [103, 116]}], 'symbols': [], 'urls': [{'display_url': 'snappytv.com/tc/2453422', 'expanded_url': 'http://www.snappytv.com/tc/2453422', 'indices': [117, 140], 'url': 'https://t.co/e6Gsjv8aan'}], 'hashtags': []}",,HillaryClinton
3324,745298244192862209,".@realDonaldTrump, only someone who’s never actually faced the consequences of his mistakes would brag, “I play with bankruptcy.”",False,,2016-06-21T16:52:03,,,,False,en,1795,4519,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [{'id_str': '25073877', 'name': 'Donald J. Trump', 'id': 25073877, 'screen_name': 'realDonaldTrump', 'indices': [1, 17]}], 'symbols': [], 'urls': [], 'hashtags': []}",,HillaryClinton
6083,692672615425691648,"""@gene70: @FireFlyFury @megynkelly @realDonaldTrump And this is the bimbo that's asking presidential questions? https://t.co/oU1uUGnuWb""",False,,2016-01-28T11:36:35,,,,False,en,5561,11543,,,,,,,,,,,,http://twitter.com/download/android,False,"{'media': [{'display_url': 'pic.twitter.com/oU1uUGnuWb', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 340, 'resize': 'fit', 'w': 340}, 'large': {'h': 960, 'resize': 'fit', 'w': 960}, 'medium': {'h': 600, 'resize': 'fit', 'w': 600}}, 'expanded_url': 'http://twitter.com/gene70/status/692671948606836736/photo/1', 'indices': [112, 135], 'id': 692671944089538560, 'url': 'https://t.co/oU1uUGnuWb', 'source_status_id_str': '692671948606836736', 'source_user_id_str': '275483015', 'source_status_id': 692671948606836736, 'id_str': '692671944089538560', 'source_user_id': 275483015, 'media_url_https': 'https://pbs.twimg.com/media/CZzddpVWEAABrcD.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CZzddpVWEAABrcD.jpg'}], 'user_mentions': [{'id_str': '275483015', 'name': 'NEW YORKERS 4 TRUMP', 'id': 275483015, 'screen_name': 'gene70', 'indices': [1, 8]}, {'id_str': '1578982717', 'name': 'FireFly', 'id': 1578982717, 'screen_name': 'FireFlyFury', 'indices': [10, 22]}, {'id_str': '110445334', 'name': 'Megyn Kelly', 'id': 110445334, 'screen_name': 'megynkelly', 'indices': [23, 34]}, {'id_str': '25073877', 'name': 'Donald J. Trump', 'id': 25073877, 'screen_name': 'realDonaldTrump', 'indices': [35, 51]}], 'symbols': [], 'urls': [], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/oU1uUGnuWb', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 340, 'resize': 'fit', 'w': 340}, 'large': {'h': 960, 'resize': 'fit', 'w': 960}, 'medium': {'h': 600, 'resize': 'fit', 'w': 600}}, 'expanded_url': 'http://twitter.com/gene70/status/692671948606836736/photo/1', 'indices': [112, 135], 'id': 692671944089538560, 'url': 'https://t.co/oU1uUGnuWb', 'source_status_id_str': '692671948606836736', 'source_user_id_str': '275483015', 'source_status_id': 692671948606836736, 'id_str': '692671944089538560', 'source_user_id': 275483015, 'media_url_https': 'https://pbs.twimg.com/media/CZzddpVWEAABrcD.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CZzddpVWEAABrcD.jpg'}]}",realDonaldTrump
1002,770410663994875904,Hillary Clinton proposes plan to address mental health treatment https://t.co/C7BLynIroF https://t.co/CWhvxE6Cxm,True,YahooNews,2016-08-29T23:59:50,,,,False,en,812,2100,,,,,,,,,,,,http://twitter.com,False,"{'media': [{'display_url': 'pic.twitter.com/CWhvxE6Cxm', 'sizes': {'large': {'h': 1365, 'resize': 'fit', 'w': 2048}, 'small': {'h': 453, 'resize': 'fit', 'w': 680}, 'medium': {'h': 800, 'resize': 'fit', 'w': 1200}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'expanded_url': 'https://twitter.com/YahooNews/status/770400646910603265/photo/1', 'indices': [104, 127], 'id': 770400644054315009, 'url': 'https://t.co/CWhvxE6Cxm', 'source_status_id_str': '770400646910603265', 'source_user_id_str': '7309052', 'source_status_id': 770400646910603265, 'id_str': '770400644054315009', 'source_user_id': 7309052, 'media_url_https': 'https://pbs.twimg.com/media/CrEDTdOW8AEp7AL.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CrEDTdOW8AEp7AL.jpg'}], 'user_mentions': [{'id_str': '7309052', 'name': 'Yahoo News', 'id': 7309052, 'screen_name': 'YahooNews', 'indices': [3, 13]}], 'symbols': [], 'urls': [{'display_url': 'yhoo.it/2c3JtXx', 'expanded_url': 'http://yhoo.it/2c3JtXx', 'indices': [80, 103], 'url': 'https://t.co/C7BLynIroF'}], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/CWhvxE6Cxm', 'sizes': {'large': {'h': 1365, 'resize': 'fit', 'w': 2048}, 'small': {'h': 453, 'resize': 'fit', 'w': 680}, 'medium': {'h': 800, 'resize': 'fit', 'w': 1200}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'expanded_url': 'https://twitter.com/YahooNews/status/770400646910603265/photo/1', 'indices': [104, 127], 'id': 770400644054315009, 'url': 'https://t.co/CWhvxE6Cxm', 'source_status_id_str': '770400646910603265', 'source_user_id_str': '7309052', 'source_status_id': 770400646910603265, 'id_str': '770400644054315009', 'source_user_id': 7309052, 'media_url_https': 'https://pbs.twimg.com/media/CrEDTdOW8AEp7AL.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CrEDTdOW8AEp7AL.jpg'}]}",HillaryClinton
5853,697985595554066437,"THANK YOU- Baton Rouge, Louisiana! WE will #MakeAmericaGreatAgain! #Trump2016 https://t.co/XV7EIe7A2l",False,,2016-02-12T03:28:28,,,,False,en,4783,11833,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'media': [{'display_url': 'pic.twitter.com/XV7EIe7A2l', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/697985595554066437/photo/1', 'sizes': {'large': {'h': 768, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 450, 'resize': 'fit', 'w': 600}, 'small': {'h': 255, 'resize': 'fit', 'w': 340}}, 'id_str': '697985576499339265', 'indices': [78, 101], 'id': 697985576499339265, 'url': 'https://t.co/XV7EIe7A2l', 'media_url_https': 'https://pbs.twimg.com/media/Ca--LwmW4AE0bqA.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Ca--LwmW4AE0bqA.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'MakeAmericaGreatAgain', 'indices': [43, 65]}, {'text': 'Trump2016', 'indices': [67, 77]}]}","{'media': [{'display_url': 'pic.twitter.com/XV7EIe7A2l', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/697985595554066437/photo/1', 'sizes': {'large': {'h': 768, 'resize': 'fit', 'w': 1024}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 450, 'resize': 'fit', 'w': 600}, 'small': {'h': 255, 'resize': 'fit', 'w': 340}}, 'id_str': '697985576499339265', 'indices': [78, 101], 'id': 697985576499339265, 'url': 'https://t.co/XV7EIe7A2l', 'media_url_https': 'https://pbs.twimg.com/media/Ca--LwmW4AE0bqA.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Ca--LwmW4AE0bqA.jpg'}, {'display_url': 'pic.twitter.com/XV7EIe7A2l', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/697985595554066437/photo/1', 'sizes': {'medium': {'h': 219, 'resize': 'fit', 'w': 600}, 'large': {'h': 373, 'resize': 'fit', 'w': 1023}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'small': {'h': 124, 'resize': 'fit', 'w': 340}}, 'id_str': '697985576511926272', 'indices': [78, 101], 'id': 697985576511926272, 'url': 'https://t.co/XV7EIe7A2l', 'media_url_https': 'https://pbs.twimg.com/media/Ca--LwpW8AAYqCt.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Ca--LwpW8AAYqCt.jpg'}, {'display_url': 'pic.twitter.com/XV7EIe7A2l', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/697985595554066437/photo/1', 'sizes': {'large': {'h': 540, 'resize': 'fit', 'w': 990}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 327, 'resize': 'fit', 'w': 600}, 'small': {'h': 185, 'resize': 'fit', 'w': 340}}, 'id_str': '697985583931645952', 'indices': [78, 101], 'id': 697985583931645952, 'url': 'https://t.co/XV7EIe7A2l', 'media_url_https': 'https://pbs.twimg.com/media/Ca--MMSW4AAM6-2.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Ca--MMSW4AAM6-2.jpg'}, {'display_url': 'pic.twitter.com/XV7EIe7A2l', 'expanded_url': 'http://twitter.com/realDonaldTrump/status/697985595554066437/photo/1', 'sizes': {'medium': {'h': 196, 'resize': 'fit', 'w': 600}, 'small': {'h': 111, 'resize': 'fit', 'w': 340}, 'large': {'h': 323, 'resize': 'fit', 'w': 989}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'id_str': '697985584443346944', 'indices': [78, 101], 'id': 697985584443346944, 'url': 'https://t.co/XV7EIe7A2l', 'media_url_https': 'https://pbs.twimg.com/media/Ca--MOMW0AAh4ZL.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/Ca--MOMW0AAh4ZL.jpg'}]}",realDonaldTrump
5393,707020422672474112,"Cruz came to Mississippi, there was nobody there, he left the state. I had a rally in Madison, MS with 10,000! 
Thank you!",False,,2016-03-08T01:49:39,,,,False,en,5415,16530,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
5663,701967889457229828,"Nevada: Here is a quick video @IvankaTrump created on ""How to Caucus"" - very quick and simple! https://t.co/W8ohs9gDvY  #Trump2016 #TrumpNV",True,DonaldJTrumpJr,2016-02-23T03:12:41,,,,False,en,1622,4457,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [{'id_str': '39344374', 'name': 'Donald Trump Jr.', 'id': 39344374, 'screen_name': 'DonaldJTrumpJr', 'indices': [3, 18]}, {'id_str': '52544275', 'name': 'Ivanka Trump', 'id': 52544275, 'screen_name': 'IvankaTrump', 'indices': [50, 62]}], 'symbols': [], 'urls': [{'display_url': 'youtu.be/E-p9ol89dQg', 'expanded_url': 'http://youtu.be/E-p9ol89dQg', 'indices': [115, 138], 'url': 'https://t.co/W8ohs9gDvY'}], 'hashtags': []}",,realDonaldTrump
2487,755974701172817920,"Arena was packed, totally electric!",False,,2016-07-21T03:56:28,,,,False,en,4211,22225,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
254,778760237629210624,"I will be interviewed from Cleveland, Ohio, on @seanhannity - Tonight at 10:00 P.M. Enjoy!",False,,2016-09-22T00:58:03,,,,False,en,3927,14775,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [{'id_str': '41634520', 'name': 'Sean Hannity', 'id': 41634520, 'screen_name': 'seanhannity', 'indices': [47, 59]}], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
3236,746145338608713728,"Congratulations to my son, Eric, on the fantastic job he has done in rebuilding Turnberry, and its great Ailsa Course. Always support kids!",False,,2016-06-24T00:58:06,,,,False,en,5219,24215,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
3989,735459144287719425,Crooked Hillary Clinton just can't close the deal with Bernie. I had to knock out 16 very good and smart candidates. Hillary doesn't have it,False,,2016-05-25T13:14:58,,,,False,en,7810,24412,,,,,,,,,,,,http://twitter.com/download/android,False,"{'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': []}",,realDonaldTrump
5818,698557746229211136,Nevada: Reminder that today is the LAST day to register to vote in the February 23rd caucus!https://t.co/SDQGGhkyjI https://t.co/qYX7a2VpG9…,True,EricTrump,2016-02-13T17:21:59,,,,False,en,1657,3839,,,,,,,,,,,,http://twitter.com/download/iphone,False,"{'user_mentions': [{'id_str': '39349894', 'name': 'Eric Trump', 'id': 39349894, 'screen_name': 'EricTrump', 'indices': [3, 13]}], 'symbols': [], 'urls': [{'display_url': 'DonaldJTrump.com/NV', 'expanded_url': 'http://DonaldJTrump.com/NV', 'indices': [107, 130], 'url': 'https://t.co/SDQGGhkyjI'}], 'hashtags': []}",,realDonaldTrump
966,771029907338067971,"""I completely reject anyone, including my opponent, who calls the American military a 'disaster.'"" —Hillary to the @AmericanLegion",False,,2016-08-31T17:00:29,HillaryClinton,7.710294865025516e+17,1339835893.0,False,en,767,1590,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [{'id_str': '27048645', 'name': 'The American Legion', 'id': 27048645, 'screen_name': 'AmericanLegion', 'indices': [115, 130]}], 'symbols': [], 'urls': [], 'hashtags': []}",,HillaryClinton
2458,756293254635806720,Thank you to the @NBA for standing with the LGBT community today! A big win for equality and fairness over discrimination and fear.,True,dominiclowell,2016-07-22T01:02:17,,,,False,en,773,2395,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'user_mentions': [{'id_str': '84126644', 'name': 'Dominic Lowell', 'id': 84126644, 'screen_name': 'dominiclowell', 'indices': [3, 17]}, {'id_str': '19923144', 'name': 'NBA', 'id': 19923144, 'screen_name': 'NBA', 'indices': [36, 40]}], 'symbols': [], 'urls': [], 'hashtags': []}",,HillaryClinton
2154,758097752362455040,"""Hillary Clinton isn't afraid to say black lives matter..."" - Lucy McBath, mother of Jordan Davis https://t.co/kXXjsuCdgn",True,WesleyLowery,2016-07-27T00:32:43,,,,False,en,1240,3462,,,,,,,,,,,,https://about.twitter.com/products/tweetdeck,False,"{'media': [{'display_url': 'pic.twitter.com/kXXjsuCdgn', 'sizes': {'medium': {'h': 360, 'resize': 'fit', 'w': 640}, 'small': {'h': 360, 'resize': 'fit', 'w': 640}, 'large': {'h': 360, 'resize': 'fit', 'w': 640}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'expanded_url': 'http://twitter.com/WesleyLowery/status/758096814943764480/photo/1', 'indices': [116, 139], 'id': 758096495157600256, 'url': 'https://t.co/kXXjsuCdgn', 'source_status_id_str': '758096814943764480', 'source_user_id_str': '14849562', 'source_status_id': 758096814943764480, 'id_str': '758096495157600256', 'source_user_id': 14849562, 'media_url_https': 'https://pbs.twimg.com/media/CoVMvutWYAA1B4O.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CoVMvutWYAA1B4O.jpg'}], 'user_mentions': [{'id_str': '14849562', 'name': 'Wesley Lowery', 'id': 14849562, 'screen_name': 'WesleyLowery', 'indices': [3, 16]}], 'symbols': [], 'urls': [], 'hashtags': []}","{'media': [{'display_url': 'pic.twitter.com/kXXjsuCdgn', 'sizes': {'medium': {'h': 360, 'resize': 'fit', 'w': 640}, 'small': {'h': 360, 'resize': 'fit', 'w': 640}, 'large': {'h': 360, 'resize': 'fit', 'w': 640}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'expanded_url': 'http://twitter.com/WesleyLowery/status/758096814943764480/photo/1', 'indices': [116, 139], 'id': 758096495157600256, 'url': 'https://t.co/kXXjsuCdgn', 'source_status_id_str': '758096814943764480', 'source_user_id_str': '14849562', 'source_status_id': 758096814943764480, 'id_str': '758096495157600256', 'source_user_id': 14849562, 'media_url_https': 'https://pbs.twimg.com/media/CoVMvutWYAA1B4O.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/media/CoVMvutWYAA1B4O.jpg'}]}",HillaryClinton
595,775818716596477952,#ImWithYou #AmericaFirst https://t.co/Ne4pI7FyU7,False,,2016-09-13T22:09:30,,,,False,und,11029,23193,,,96683cc9126741d1,United States,United States,country,US,United States,[],{},"BoundingBox(type='Polygon', coordinates=[[[-179.231086, 13.182335], [179.859685, 13.182335], [179.859685, 71.434357], [-179.231086, 71.434357]]], _api=<tweepy.api.API object at 0x7f013ae30588>)",http://twitter.com/download/iphone,False,"{'media': [{'display_url': 'pic.twitter.com/Ne4pI7FyU7', 'expanded_url': 'https://twitter.com/realDonaldTrump/status/775818716596477952/video/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 338, 'resize': 'fit', 'w': 600}, 'large': {'h': 360, 'resize': 'fit', 'w': 640}, 'small': {'h': 191, 'resize': 'fit', 'w': 340}}, 'id_str': '775818580852105217', 'indices': [25, 48], 'id': 775818580852105217, 'url': 'https://t.co/Ne4pI7FyU7', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/775818580852105217/pu/img/zwkUodOWb_8tNWoA.jpg', 'type': 'photo', 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/775818580852105217/pu/img/zwkUodOWb_8tNWoA.jpg'}], 'user_mentions': [], 'symbols': [], 'urls': [], 'hashtags': [{'text': 'ImWithYou', 'indices': [0, 10]}, {'text': 'AmericaFirst', 'indices': [11, 24]}]}","{'media': [{'display_url': 'pic.twitter.com/Ne4pI7FyU7', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 338, 'resize': 'fit', 'w': 600}, 'large': {'h': 360, 'resize': 'fit', 'w': 640}, 'small': {'h': 191, 'resize': 'fit', 'w': 340}}, 'expanded_url': 'https://twitter.com/realDonaldTrump/status/775818716596477952/video/1', 'indices': [25, 48], 'id': 775818580852105217, 'url': 'https://t.co/Ne4pI7FyU7', 'video_info': {'variants': [{'content_type': 'application/dash+xml', 'url': 'https://video.twimg.com/ext_tw_video/775818580852105217/pu/pl/fV0pkl9zYGaJ5_0J.mpd'}, {'bitrate': 320000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/775818580852105217/pu/vid/320x180/oqXerDhVigfaFD1J.mp4'}, {'bitrate': 832000, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/775818580852105217/pu/vid/640x360/qUDdHUJhhXSQ_Q-8.mp4'}, {'content_type': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/775818580852105217/pu/pl/fV0pkl9zYGaJ5_0J.m3u8'}], 'aspect_ratio': [16, 9], 'duration_millis': 30016}, 'id_str': '775818580852105217', 'additional_media_info': {'monetizable': False}, 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/775818580852105217/pu/img/zwkUodOWb_8tNWoA.jpg', 'type': 'video', 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/775818580852105217/pu/img/zwkUodOWb_8tNWoA.jpg'}]}",realDonaldTrump
